covid,1000
virus,131
trump,124
forget,104
twitter,96
real,94
court,76
supreme,75
today,75
day,71
ability,71
trace,71
ring,71
lack,66
immunity,66
times,66
people,65
pandemic,65
new,64
breaking,63
state,59
voter,55
tweet,53
mail,52
disgrace,52
loss,51
threshold,50
fact,48
vote,45
time,43
death,40
lied,39
checked,38
media,36
health,35
absentee,34
know,34
ballot,33
democratic,33
positive,32
decision,31
crisis,31
condition,30
amid,30
truth,29
toll,29
agree,28
eligible,28
entitle,28
remote,28
nursing,28
blame,28
fault,28
like,28
republican,28
think,28
physical,27
china,27
need,26
took,26
care,26
imagine,25
better,24
test,24
came,24
address,24
opportunity,23
help,23
executive,23
michigan,22
green,22
needs,22
information,22
house,22
pounce,21
office,21
light,21
accountable,21
seriously,21
economy,20
news,20
contact,20
tracing,20
malignant,20
narcissist,20
cornered,20
ranting,20
regulation,20
testing,19
gave,19
important,19
world,19
days,19
saved,18
plan,18
number,18
video,18
arrangement,18
knowledge,18
outcry,18
